001; 0.1532; 0.1667
002; 0.1563; 0.1667
003; 0.1604; 0.1667
004; 0.1695; 0.1667
005; 0.1674; 0.1667
006; 0.1665; 0.1667
007; 0.1609; 0.1667
008; 0.1620; 0.1667
009; 0.1613; 0.1667
010; 0.1654; 0.1667
011; 0.1581; 0.1667
012; 0.1654; 0.1667
013; 0.1548; 0.1667
014; 0.1593; 0.1667
015; 0.1588; 0.1667
016; 0.1597; 0.1667
017; 0.1627; 0.1667
018; 0.1633; 0.1667
019; 0.1674; 0.1667
020; 0.1652; 0.1667
021; 0.1674; 0.1667
022; 0.1554; 0.1667
023; 0.1570; 0.1667
024; 0.1661; 0.1667
025; 0.1674; 0.1667
026; 0.1629; 0.1667
027; 0.1514; 0.1667
028; 0.1645; 0.1667
029; 0.1674; 0.1667
030; 0.1633; 0.1667
031; 0.1620; 0.1667
032; 0.1606; 0.1667
033; 0.1643; 0.1667
034; 0.1629; 0.1667
035; 0.1636; 0.1667
036; 0.1588; 0.1667
037; 0.1507; 0.1667
038; 0.1604; 0.1667
039; 0.1518; 0.1667
040; 0.1672; 0.1667
041; 0.1604; 0.1667
042; 0.1631; 0.1667
043; 0.1649; 0.1667
044; 0.1554; 0.1667
045; 0.1620; 0.1667
046; 0.1624; 0.1667
047; 0.1475; 0.1667
048; 0.1645; 0.1667
049; 0.1654; 0.1667
050; 0.1563; 0.1667
051; 0.1640; 0.1667
052; 0.1550; 0.1667
053; 0.1563; 0.1667
054; 0.1652; 0.1667
055; 0.1656; 0.1667
056; 0.1674; 0.1667
057; 0.1624; 0.1667
058; 0.1620; 0.1667
059; 0.1674; 0.1667
060; 0.1674; 0.1667
061; 0.1643; 0.1667
062; 0.1611; 0.1667
063; 0.1495; 0.1667
064; 0.1541; 0.1667
065; 0.1645; 0.1667
066; 0.1498; 0.1667
067; 0.1586; 0.1667
068; 0.1566; 0.1667
069; 0.1545; 0.1667
070; 0.1654; 0.1667
071; 0.1674; 0.1667
072; 0.1561; 0.1667
073; 0.1559; 0.1667
074; 0.1670; 0.1667
075; 0.1597; 0.1667
076; 0.1620; 0.1667
077; 0.1636; 0.1667
078; 0.1618; 0.1667
079; 0.1636; 0.1667
080; 0.1665; 0.1667
081; 0.1627; 0.1667
082; 0.1527; 0.1667
083; 0.1459; 0.1667
084; 0.1615; 0.1667
085; 0.1615; 0.1667
086; 0.1543; 0.1667
087; 0.1643; 0.1667
088; 0.1627; 0.1667
089; 0.1550; 0.1667
090; 0.1656; 0.1667
091; 0.1611; 0.1667
092; 0.1579; 0.1667
093; 0.1602; 0.1667
094; 0.1611; 0.1667
095; 0.1665; 0.1667
096; 0.1543; 0.1667
097; 0.1590; 0.1667
098; 0.1597; 0.1667
099; 0.1561; 0.1667
100; 0.1493; 0.1667
101; 0.1557; 0.1667
102; 0.1658; 0.1667
103; 0.1661; 0.1667
104; 0.1577; 0.1667
105; 0.1674; 0.1667
106; 0.1674; 0.1667
107; 0.1633; 0.1667
108; 0.1627; 0.1667
109; 0.1627; 0.1667
110; 0.1609; 0.1667
111; 0.1667; 0.1667
112; 0.1656; 0.1667
113; 0.1636; 0.1667
114; 0.1674; 0.1667
115; 0.1579; 0.1667
116; 0.1597; 0.1667
117; 0.1590; 0.1667
118; 0.1595; 0.1667
119; 0.1609; 0.1667
120; 0.1575; 0.1667
121; 0.1622; 0.1667
122; 0.1618; 0.1667
123; 0.1581; 0.1667
124; 0.1566; 0.1667
125; 0.1643; 0.1667
