Consulta 1: Todas as escolas com suas cidades e telefones ;
codigo|nome|cod_municipio|endereco|compl_endereco|bairro|cod_loc_dif|cod_escola|ddd|numero|codigo|nome|uf
13045300|ESC SAO JOSE|1300706|BR 317 KM 26|RAMAL BR 317|RURAL|||||1300706|Boca do Acre|AM
13045342|ESC SAO RAIMUNDO|1300706|FLORESTA DO PURUS|||0||||1300706|Boca do Acre|AM
13045369|ESC SANTA JULIA|1300706|SERINGAL INDEPENDENCIA-RIO PURUS SUBINDO|||0||||1300706|Boca do Acre|AM
13045407|ESC SANTA TECLA|1300706|SERINGAL SANTA TECLA|ALTO PURUS||||||1300706|Boca do Acre|AM
13045415|ESC SANTA TEREZA|1300706|SERINGAL PRAIA DOS PAUS - RIO PURUS|ALTO PURUS||0||||1300706|Boca do Acre|AM
13045431|ESC 22 DE OUTUBRO|1300706|SERINGAL MARACAJU-RIO PURUS SUBINO|||0||||1300706|Boca do Acre|AM
13045458|ESCOLA ESTADUAL ALMIRANTE BARROSO|1300706|AV AMAZONAS||CENTRO|0||||1300706|Boca do Acre|AM
13045466|ESC INACIO VAZ DE AGUIAR|1300706|VILA FLORIANO PEIXOTO|RIO ACRE|ZONA RURAL|0||||1300706|Boca do Acre|AM
13045571|ESC RUI BARBOSA|1300706|COMUNIDADE KM 38|BR 317 KM 38|RURAL|0||||1300706|Boca do Acre|AM
13045660|ESCOLA ESTADUAL BARAO DE BOCA DO ACRE|1300706|RUA TIAO LEITE||PRAIA DO GADO|0||||1300706|Boca do Acre|AM
13045679|ESCOLA ESTADUAL JACINTO ALE|1300706|AVENIDA AMAZONAS||CENTRO|0||||1300706|Boca do Acre|AM
13045687|ESCOLA ESTADUAL JOAO GABRIEL|1300706|RUA ALEXANDRE OLIVEIRA LIMA|PREDIO|MACAXEIRAL|0||||1300706|Boca do Acre|AM
13045709|ESCOLA ESTADUAL JOSE LEITE|1300706|RUA TIAO LEITE|PREDIO|PRAIA DO GADO|0||||1300706|Boca do Acre|AM
13045717|ESCOLA ESTADUAL LUCAS PENA|1300706|COMUNIDADE SAO PAULO||ZONA RURAL|0||||1300706|Boca do Acre|AM
13045733|ESCOLA ESTADUAL NOSSA SENHORA APARECIDA|1300706|RUA PRIMEIRO DE MAIO||CENTRO|0||||1300706|Boca do Acre|AM
13045750|ESCOLA ESTADUAL CEL JOSE DE ASSUNCAO|1300706|AVENIDA 18|GM - 3|PLATO DO PIQUIA|0||||1300706|Boca do Acre|AM
13045768|ESC PROF SAFIRA BATISTA|1300706|TRAVESSA SAFIRA BATISTA|PREDIO|PRAIA DO GADO|0||||1300706|Boca do Acre|AM
13055453|ESC FERNANDO FARIAS|1300706|SERINGAL BOA ESPERANCA|RIO PURUS||0||||1300706|Boca do Acre|AM
13055607|ESC INDIGENA ALBELINA APURINA|1300706|BR 317 KM 72|CASA|ZONA RURAL|2||||1300706|Boca do Acre|AM
13055623|ESC MARTA AUGUSTA|1300706|AV. JULIO TOA||PLATO DO PIQUIA|0||||1300706|Boca do Acre|AM
13055674|ESC FE EM DEUS|1300706|COMUNIDADE SENAPOLIS|RIO ACRE|ZONA RURAL|0||||1300706|Boca do Acre|AM
13055763|ESC NOSSA SENHORA DO PERPETUO SOCORRO|1300706|COMUNIDADE SOSSEGO|||||||1300706|Boca do Acre|AM
13055771|ESC SANTA RITA|1300706|COMUNDADE RECREIO RIO ACRE|CASA|RECREIO|0||||1300706|Boca do Acre|AM
13055828|ESC BENICIO RODRIGUES PENA|1300706|TRAVESSA SAO PEDRO|PREDIO|MACAXEIRAL|0||||1300706|Boca do Acre|AM
13055887|ESC VINTE E UM DE ABRIL|1300706|SERINGAL VAL PARAISO|RIO PURUS||0||||1300706|Boca do Acre|AM
13056158|ESC JOSE DE ANCHIETA|1300706|BR 317 RAMAL KM 64|RAMAL|ZONA RURAL|0||||1300706|Boca do Acre|AM
13056220|ESC D PEDRO I|1300706|COMUNIDADE CANTO ESCURO II|PURUS DESCENDO||0||||1300706|Boca do Acre|AM
13056247|ESC BOA FE|1300706|COMUNIDADE BOA FE|RIO ANTIMARY|ZONA RURAL|0||||1300706|Boca do Acre|AM
13060848|ESC JOSE SIDOR DA SILVA|1300706|COMUNIDADE PRAIA DA VACA|RIO PURUS||0||||1300706|Boca do Acre|AM
13060880|ESC AUGUSTA SOUZA|1300706|COMUNIDADE TOMA CUIDADO|RIO PURUS||0||||1300706|Boca do Acre|AM
13063391|ESC SAO FRANCISCO II|1300706|SERINGAL SAO JOSE EXTREMA|||0||||1300706|Boca do Acre|AM
13066757|ESC MONTE DAS OLIVEIRAS|1300706|BR 317 KM 104|BR|ZONA RURAL|0||||1300706|Boca do Acre|AM
13066773|ESC MAMUD REDOAM|1300706|SAO PEDRO PURUS DESCENDO|PURUS DESCENDO|ZONA RURAL|0||||1300706|Boca do Acre|AM
13066790|ESC MARIA ALICE DE CASTRO|1300706|FAZENDA CAMPINA|RIO ACRE|ZONA RURAL|0||||1300706|Boca do Acre|AM
13070932|ESC NOSSA SENHORA DE LOURDES|1300706|S/N|||||||1300706|Boca do Acre|AM
13070940|ESC MARIA JOSE GUSMAO|1300706|PROJETO DE ASSENTAMENTO MONTE LINHA 02|MONTE LINHA 02|RURAL|2||||1300706|Boca do Acre|AM
13074474|ESC INDIGENA RAIO DE LUZ|1300706|BR 317 IQUIREMA|BR 317|RURAL|2||||1300706|Boca do Acre|AM
13074512|ESC ELIUDO SANTANA|1300706|SERINGAL SANTANA|||0||||1300706|Boca do Acre|AM
13074520|ESC THEODORICO DE OLIVEIRA LIMA|1300706|COMUNIDADE BEMPOSTA|PREDIO|ZONA RURAL|0||||1300706|Boca do Acre|AM
13074547|ESC CRISTO REI|1300706|SERINGAL SARDINHA - RIO PURUS|ALTO PURUS||||||1300706|Boca do Acre|AM
13074580|ESC RAIMUNDO SOBRINHO|1300706|COMUNIDADE DEUS E AMOR RIO INAUNI|RIO INAUINI|ZONA RURAL|0||||1300706|Boca do Acre|AM
13074733|ESC VALDIR AVILA|1300706|RUA COMANDANTE MODESTO||SAO PAULO|0||||1300706|Boca do Acre|AM
13075527|ESC INDIGENA OLAVO JAMAMADI|1300706|COMUNIDADE LURDES|||2||||1300706|Boca do Acre|AM
13075632|ESC INDIGENA SAO MIGUEL|1300706|BR 317 KM 84|ESCOLA|ZONA RURAL|2||||1300706|Boca do Acre|AM
13079719|ESC MARY HARVEY|1300706|RUA JOAO GABRIEL||CENTRO|0||||1300706|Boca do Acre|AM
13081179|ESC BETEL|1300706|BR 317 KM 60|ESCOLA|ZONA RURAL|0||||1300706|Boca do Acre|AM
13081195|ESC MENINO JESUS|1300706|BR 317 KM 93|BR 317|ZONA RURAL|||||1300706|Boca do Acre|AM
13082604|ESC NOSSA SENHORA DA CONCEICAO|1300706|RIO ACRE|REDENCAO|COMUNIDADE REDENCAO|||||1300706|Boca do Acre|AM
13082620|ESC MANOEL MARREIRO|1300706|BR 317| KM 14|SN|0||||1300706|Boca do Acre|AM
13087487|ESC UM SONHO A MAIS|1300706|BR 317 RAMAL KM 52||ZONA RURAL|0||||1300706|Boca do Acre|AM
13087495|ESC LUA NOVA|1300706|COMUNIDADE LUA NOVA|RIO ACRE|RIO ACRE|||||1300706|Boca do Acre|AM
13087509|ESC SAO JOSE|1300706|COMUNIDADE ANTIMARY - RIO ANTIMARY||ZONA RURAL|||||1300706|Boca do Acre|AM
13087525|ESC MARIA NAZARETH|1300706|FLORESTA DO ACRE|CASA|CENTRIM|0||||1300706|Boca do Acre|AM
13089706|ESC MARAVILHA|1300706|SERINGAL MANITIA -PURUS SUBINDO|||0||||1300706|Boca do Acre|AM
13089722|ESC SANTA TEREZA|1300706|SERINGAL PORTO ALEGRE -PURUS SUBINDO|||0||||1300706|Boca do Acre|AM
13089730|ESC SAO SEBASTIAO|1300706|COMUNIDADE ANDIRA|RIO ACRE|RIO ACRE|0||||1300706|Boca do Acre|AM
13089757|ESC SAO JOAO DA CACHOEIRA|1300706|SERINGAL CACHOEIRA - RIO PURUS|ALTO PURUS||0||||1300706|Boca do Acre|AM
13089889|CENTRO DE EDUCACAO TECNOLOGICA DO AMAZONAS - CETAM|1300706|RUA AVENIDA AMAZONAS||CENTRO|0||||1300706|Boca do Acre|AM
13092219|ESC SANTO HONORATO|1300706|SERINGAL SANTO HONORATO|||0||||1300706|Boca do Acre|AM
13092227|ESC ANDIRA|1300706|BR/AC 10 KM 40 RAMAL PIRAPORA|RAMAL|PIRAPORA|0||||1300706|Boca do Acre|AM
13092278|ESC NOVA UNIAO|1300706|RAMAL DO NOVO AMPARO KM 15|BR - 364||0||||1300706|Boca do Acre|AM
13092286|ESC ARAPIXI|1300706|SERINGAL ARAPIXI|ALTO PURUS||0||||1300706|Boca do Acre|AM
13095250|ESC SAO GIL|1300706|SERINGAL SAO GIL RIO INAUINI|RIO INAUINI|ZONA RURAL|0||||1300706|Boca do Acre|AM
13095269|ESC SAO DOMINGOS|1300706|COMUNIDADE SAO DOMIGOS RIO INAUNI|RIO INAUINI|ZONA RURAL|0||||1300706|Boca do Acre|AM
13095277|ESC GETULIO VARGAS|1300706|COMUNIDADE REMANSO - RIO PURUS|ALTO PURUS||0||||1300706|Boca do Acre|AM
13095285|ESC SANTA LUZIA|1300706|BR 317 RAMAL DO KM 37|BR 317|RURAL|0||||1300706|Boca do Acre|AM
13095293|ESC INDIGENA KAPANA|1300706|COMUNIDADE KAPANA|||2||||1300706|Boca do Acre|AM
13095307|ESC JOSE ANTONIO MARIANO|1300706|PRAIA DE SAO JOAQUIM - LAGO NOVO||LAGO NOVO|0||||1300706|Boca do Acre|AM
13097563|CENTRO EDUCACIONAL ATIVIDADE COMPLEMENTAR PROFª NAZARE CAETANO|1300706|RUA BAHIA||PRAIA DO GADO|||||1300706|Boca do Acre|AM
13097571|ESC INDIGENA KAREKY APURINA|1300706|BR 317 KM 49|BR 317|RURAL|||||1300706|Boca do Acre|AM
13097580|ESC DEUSDETE CABRAL|1300706|RAMAL DO PORTO ALONSO||ZONA RURAL|||||1300706|Boca do Acre|AM
13097598|ESC VANDIR RODRIGUES|1300706|COMUNIDADE BAIXA VERDE|RIO ANTIMARY|ZONA RURAL|0||||1300706|Boca do Acre|AM
13097628|ESC HILDEBRANDO BEZERRA|1300706|BR 317 RAMAL SANTA HELENA|ESCOLA|ZONA RURAL|0||||1300706|Boca do Acre|AM
13100530|ESC JOSEFA DINIZ CRUZ|1300706|BR 364 RAMAL CASIRIAN KM 25|||||||1300706|Boca do Acre|AM
13100548|ESC DOIS IRMAOS|1300706|FLORESTA CENTRAL|CASA|RIO ACRE|||||1300706|Boca do Acre|AM
13100963|ESCOLA INDIGENA KIMIL|1300706|COMUNIDADE CENTRINHO|||2||||1300706|Boca do Acre|AM
13102486|ESC PROJETO MARANGUAPE|1300706|RAMAL DO PIRAPORA||ZONA RURAL|0||||1300706|Boca do Acre|AM
13102648|ESCOLA J ALVES|1300706|COMUNIDADE LAGO DO RECREIO||ZONA RURAL|||||1300706|Boca do Acre|AM
13103164|CENTRO DE EDUCACAO INDIGENA BOCA DO ACRE|1300706|BR 317 KM 72||ZONA RURAL|2||||1300706|Boca do Acre|AM
13103970|ESC PROFESSORA ZUILA VERCOSA|1300706|PROJETO ASSENTAMENTO MONTE IQUIREMA||ZONA RURAL|0||||1300706|Boca do Acre|AM
13104098|ESC SAO FRANCISCO|1300706|COMUNIDADE GUAJARA||ZONA RURAL|||||1300706|Boca do Acre|AM
13104667|ESC DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PINGO DE GENTE|1300706|RUA 22 DE OUTUBRO||PLATO DO PIQUIA|0||||1300706|Boca do Acre|AM
13104810|MARIA TEODORA|1300706|BR 317 KM 65|RAMAL DO FERNANDO|RAMAL|0||||1300706|Boca do Acre|AM
13107194|ESCOLA MUNICIPAL RURAL CEU AZUL|1300706|BR-317 KM 56 - RAMAL TIAO SOBRINHO KM 7|RAMAL|BR 317|0||||1300706|Boca do Acre|AM
13107216|ESC INDIGENA HENRIQUE JAMAMADI|1300706|COMUNIDADE INDIGENA IGARAPE SANTO ANTONIO|RIO INAUINI||2||||1300706|Boca do Acre|AM
13107224|ESCOLA MUNICIPAL RURAL INDIGENA VILA NOVA|1300706|BR-317 KM79 KM 80|ESCOLA|BR 317|2||||1300706|Boca do Acre|AM
13107232|ESC RURAL KAUAN MOREIRA DA SILVA|1300706|COMUNIDADE SAO FRANCISCO||RIO INAUINI|0||||1300706|Boca do Acre|AM
13107240|ESCOLA MUNICIPAL RURAL SEBASTIANA ROSA|1300706|COMUNIDADE EUROPA|RIO PURUS||0||||1300706|Boca do Acre|AM
13107259|ESCOLA MUNICIPAL RURAL TRIUNFO|1300706|BR-317 RAMAL DO KM26|||0||||1300706|Boca do Acre|AM
13107348|IFAM - CAMPUS AVANCADO BOCA DO ACRE|1300706|RUA FONTENELE DE CASTRO||PLATO DE PIQUIA|0||||1300706|Boca do Acre|AM
13107992|ESCOLA MUNICIPAL RURAL ANTONIO FERREIRA|1300706|COMUNIDADE LUA NOVA RIO ACRE|||0||||1300706|Boca do Acre|AM
13108018|ESCOLA MUNICIPAL RURAL HERMINIO RODRIGUES|1300706|COMUNIDADE SAO JOSE|ALTO RIO PURUS||0||||1300706|Boca do Acre|AM
13108026|ESCOLA MUNICIPAL RURAL SANTA ISABEL|1300706|IGARAPE FLORESTA DO ACRE - COMUNIDADE CENTRAL|RIO ACRE||0||||1300706|Boca do Acre|AM
13108085|ESCOLA ANTONIO FERREIRA|1300706|COMUNIDADE LUA NOVA RIO ACRE|||||||1300706|Boca do Acre|AM
13108093|ESCOLA SANTA ISABEL|1300706|IGARAPE FLORESTA DO ACRE|COMUNIDADE CENTRAL||||||1300706|Boca do Acre|AM
13108107|ESCOLA HERMINIO RODRIGUES|1300706|COMUNIDADE SAO JOSE RIO PURUS|||||||1300706|Boca do Acre|AM
13111400|ESC SANTA MARIA|1300706|SERINGAL SANTA MARIA|RIO PURUS||0||||1300706|Boca do Acre|AM
13111604|ESC PROFESSOR JOAO BATISTA|1300706|RAMAL CUNHA GOMES|RIO ANTIMARY|ZONA RURAL|0||||1300706|Boca do Acre|AM
13111809|ESC BOM PASTOR|1300706|COMUNIDADE FORTE VENEZA|RIO ANTIMARY|ZONA RURAL|0||||1300706|Boca do Acre|AM
13112201|ESC BOA UNIAO|1300706|BR/AC 10 KM 40 RAMAL PIRAPORA|RAMAL|PIRAPORA|0||||1300706|Boca do Acre|AM
13112406|ESC ANTONIO RODRIGUES BARBOSA|1300706|BR/AC 10 KM 40 RAMAL DA LIMEIRA COMUNIDADE PIRAPORA|RAMAL|PIRAPORA|0||||1300706|Boca do Acre|AM
13121804|ESC NATAL|1300706|COMUNIDADE NOVA ANXIOMA RIO ACRE|RIO|COMUNIDADE PIRAPORA|0||||1300706|Boca do Acre|AM
13186205|ESC ESTACAO|1300706|COMUNIDADE ESTACAO RIO INAINI|PURUS DESCENDO|ZONA RURAL|0||||1300706|Boca do Acre|AM
13187201|ESC SAO BENEDITO|1300706|FLORESTA CENTRAL RIO ACRE||ZONA RURAL|||||1300706|Boca do Acre|AM
13223216|CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE BOCA DO|1300706|COMUNIDADE NOVO AMPARO|||0||||1300706|Boca do Acre|AM
13241214|ESC KAQUETA|1300706|COMUNIDADE KAQUETA|||0||||1300706|Boca do Acre|AM
13242202|ESC AMIZADE|1300706|RAMAL DA AMIZADE|||0||||1300706|Boca do Acre|AM
13243209|ESC MAITA|1300706|RAMAL NOVA OXIOMA|RAMAL|NOVA OXIOMA|||||1300706|Boca do Acre|AM
13304275|EE PROFESSOR ANTONIO JOSE BERNARDO VASCONCELOS|1300706|RUA LAGO NOVO||PRAIA DO GADO|0||||1300706|Boca do Acre|AM
13305263|ESC PROFESSORA NILCE AVILAR|1300706|AVENIDA 18||PLATO DO PIQUIA|0||||1300706|Boca do Acre|AM
13312227|ESC RIOZINHO DO ANDIRA|1300706|SERINGAL NOVO ANDIRA|RIO|RIO ANDIRA|0||||1300706|Boca do Acre|AM
13312235|ESC AMARILDO FREIRE SAMPAIO|1300706|RAMAL DO PIRAPORA|PIRAPORA|PIRAPORA|||||1300706|Boca do Acre|AM
13313223|ESC BOM JESUS|1300706|COMUNIDADE BOM JESUS RIO ACRE||RIO ACRE|0||||1300706|Boca do Acre|AM
13315218|ESC PALOTINA|1300706|BR 317 RAMAL PALOTINA KM 104|FAZENDA PALOTINA|ZONA RURAL|0||||1300706|Boca do Acre|AM
13315226|ESC PORTO ALONSO|1300706|RAMAL PORTO ALONSO|RAMAL|PORTO ALONSO|0||||1300706|Boca do Acre|AM
13048660|ESCOLA MUNICIPAL ALVARO MAIA|1300805|COMUNIDADE CANAA|ZONA RURAL|BAIXO MADEIRA|0||||1300805|Borba|AM
13048678|ESCOLA MUNICIPAL AMERICO COSTA BRANCO|1300805|RIO MADEIRA|ALTO MADEIRA|ESPIRITO SANTO|0||||1300805|Borba|AM
13048694|ESCOLA MUNICIPAL ATALIBA RIBEIRO SOBRINHO|1300805|ALTO MADEIIRA|ZONA RURAL|COMUNIDADE PARANA DO MANDII|0||||1300805|Borba|AM
13048708|ESCOLA MUNICIPAL BELA VISTA|1300805|COMUNIDADE SANTO ANTONIO|ALTO MADEIRA|SANTO ANTONIO|0||||1300805|Borba|AM
13048724|ESCOLA MUNICIPAL BOA ESPERANCA|1300805|ZONA RURAL|||||||1300805|Borba|AM
13048732|ESCOLA MUNICIPAL INDIGENA BOA ESPERANCA|1300805|ALDEIA COSTA DO ARARI|T.I. CUNHA SAPUCAIA|RIO MADEIRA|2||||1300805|Borba|AM
13048759|ESCOLA MUNICIPAL INDIGENA CLODOMIRO DOS SANTOS|1300805|ALDEIA LAGO DO CAUA|T.I. CUNHA SAPUCAIA|RIO MADEIRA|2||||1300805|Borba|AM
13048767|ESCOLA MUNICIPAL INDIGENA CORONEL JORGE TEIXEIRA|1300805|ALDEIA ARU|T.I. KWATA/LARANJAL|RIO CANUMA|2||||1300805|Borba|AM
13048783|ESCOLA MUNICIPAL CORONEL PEDRO DE SOUZA|1300805|ZONA RURAL|||||||1300805|Borba|AM
13048791|ESCOLA MUNICIPAL JOAO RAMOS GONCALVES|1300805|COMUNIDADE VILA GOMEZ|ALTO MADEIRA|VILA GOMES|0||||1300805|Borba|AM
13048805|ESCOLA DR ADERSON DE MENEZES|1300805|COMUNIDADE VILA DE CANUMA|ZONA RURAL|RIO CANUMA|0||||1300805|Borba|AM
13048830|ESCOLA ESTADUAL CONEGO BENTO JOSE DE SOUZA|1300805|ESTRADA DO AEROPORTO||BELA VISTA|0||||1300805|Borba|AM
13048856|ESCOLA ESTADUAL LOTHAR SUSSMAN|1300805|AVENIDA PREFEITO SILVIO LEITE||IPIRANGA|0||||1300805|Borba|AM
13048880|ESCOLA MUNICIPAL FLORESTA|1300805|COMUNIDADE FLORESTA|ZONA RURAL|ALTO MADEIRA|0||||1300805|Borba|AM
13048899|ESCOLA MUNICIPAL ZENOBIO BRICIO DE SA|1300805|RIO MADEIRA|SANTA MARIA|ALTO MADEIRA|0||||1300805|Borba|AM
13048902|ESCOLA MUNICIPAL INDIGENA WARURA|1300805|ALDEIA COBRAS|T.I. KWATA/LARANJAL|RIO CANUMA|2||||1300805|Borba|AM
13048910|ESCOLA MUNICIPAL JOSE DE OLIVEIRA|1300805|COMUNIDADE SAO JOSE|BAIXO MADEIRA|ZONA RURAL|0||||1300805|Borba|AM
13048929|ESCOLA MUNICIPAL JOSE PEREIRA PINHEIRO|1300805|RIO MADEIRINHA|ZONA RURAL|SEMPRE VIVA SANTANA|0||||1300805|Borba|AM
13048937|ESC NOSSA SENHORA APARECIDA|1300805|COMUNIDADE NOVA VILA ISABEL|ZONA RURAL|ALTO MADEIRA|0||||1300805|Borba|AM
13048945|ESCOLA MUNICIPAL SAO JORGE|1300805|COMUNIDADE CASTANHAL|BAIXO MADEIRA|ZONA RURAL|0||||1300805|Borba|AM
13048953|ESCOLA MUNICIPAL MANOEL BATISTA CAMPOS|1300805|COMUNIDADE FE EM DEUS|LAGO DO PURUZINHO|ZONA RURAL|0||||1300805|Borba|AM
13048970|ESCOLA MUNICIPAL MIGUEL JOSE SANTANA|1300805|COMUNIDADE SAO MIGUEL|TROCANA|BAIXO MADEIRA|0||||1300805|Borba|AM
13048996|ESCOLA MUNICIPAL MUIRATINGA|1300805|COMUNIDADE MUIRATINGA|ALTO MADEIRA|MUIRATINGA|0||||1300805|Borba|AM
13049003|ESCOLA MUNICIPAL INDIGENA GILBERTO PINTO FIGUEIREDO|1300805|LARANJAL|T.I.KWATA/LARANJAL|RIO MARI MARI|2||||1300805|Borba|AM
13049038|ESCOLA MUNICIPAL INDIGENA SAO SEBASTIAO|1300805|ALDEIA FRONTEIRA|T.I. KWATA/LARANJAL|RIO CANUMA|2||||1300805|Borba|AM
13049046|ESCOLA MUNICIPAL INDIGENA PAJE RAIMUNDO MOREIRA|1300805|ALDEIA MUCAJA|T.I. KWATA/LARANJAL|RIO MARI MARI|2||||1300805|Borba|AM
13049054|ESCOLA MUNICIPAL INDIGENA SANTO ANTONIO|1300805|ALDEIA MURA|T.I. CUNHA SAPUCAIA|RIO IGAPO ACU|||||1300805|Borba|AM
13049062|ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA|1300805|PARANA DO URARIA|ZONA RURAL|COMUNIDADE NOVA APARECIDA|0||||1300805|Borba|AM
13049100|ESCOLA MUNICIPAL INDIGENA NOVO ORIENTE|1300805|ALDEIA VILA BATISTA|T.I. KWATA/LARANJAL|RIO MARI MARI|2||||1300805|Borba|AM
13049119|ESCOLA MUNICIPAL INDIGENA PARAWA|1300805|ALDEIA NOVO PARAWA|T.I. KWATA/LARANJAL|RIO CANUMA|2||||1300805|Borba|AM
13049135|ESCOLA MUNICIPAL PRESIDENTE CASTELO BRANCO|1300805|COMUNIDADE PIQUIA|ZONA RURAL|BAIXO MADEIRA|0||||1300805|Borba|AM
13049151|ESCOLA MUNICIPAL PRINCESA ISABEL|1300805|COMUNIDADE SAO JOSE DO MIRITI|ZONA RURAL|ESTRADA BORBA MAPIA|0||||1300805|Borba|AM
13049160|ESCOLA MUNICIPAL DR DANILO DE MATOS AREOSA|1300805|COMUNIDADE SAO JOSE|SAO JOSE /SAO LAZARO|ESTRADA BORBA MAPIA|0||||1300805|Borba|AM
13049186|ESCOLA MUNICIPAL SANTA RITA|1300805|COMUNIDADE NOVA RECORDACAO|ZONA RURAL|BAIXO MADEIRA|0||||1300805|Borba|AM
13049208|ESCOLA MUNICIPAL INDIGENA SAO FRANCISCO|1300805|ALDEIA VILA NOVA|T.I. KWATA/LARANJAL|RIO MARI MARI|2||||1300805|Borba|AM
13049216|ESCOLA MUNICIPAL SAO JOAO|1300805|FOZ MARI MARI|ZONA RURAL|COMUNIDADE SAO JOAO|0||||1300805|Borba|AM
13049232|ESCOLA MUNICIPAL SAO JOSE|1300805|RIO MADEIRA|ALTO MADEIRA|IGARAPE DO INAJA|0||||1300805|Borba|AM
13049283|ESCOLA MUNICIPAL SAO SEBASTIAO 3|1300805|RIO ABACAXIS|RIO ABACAXIS|COMUNIDADE MARUIM|||||1300805|Borba|AM
13049305|ESCOLA MUNICIPAL INDIGENA JUDITE CARDOSO|1300805|ALDEIA MAMIA|T.I. KWATA LARANJAL|RIO MAPIA|2||||1300805|Borba|AM
13049313|ESCOLA MUNICIPAL SAO SEBASTIAO|1300805|COMUNIDADE SAO SEBASTIAO|BAIXO MADEIRA||0||||1300805|Borba|AM
13049321|ESCOLA MUNICIPAL SANTA CLARA I|1300805|RIO MADEIRINHA|ZONA RURAL|COMUNIDADE SAO JOAO|0||||1300805|Borba|AM
13049372|ESCOLA MUNICIPAL TRAJANO LOURENCO PEREIRA|1300805|COMUNIDA SANTA FATIMA||ALTO MDEIRA|||||1300805|Borba|AM
13049380|ESCOLA MUNICIPAL CARAMURI|1300805|RIO ABACAXIS|ZONA RURAL|COMUNIDADE PEDRAL|0||||1300805|Borba|AM
13049402|ESCOLA MUNICIPAL DIVINO ESPIRITO SANTO|1300805|RIO ABACAXIS|ZONA RURAL|COMUNIDADE TERRA PRETA|||||1300805|Borba|AM
13049429|ESCOLA MUNICIPAL INDIGENA KASOPTA I|1300805|ALDEIA KWATA|T.I. KWATA/LARANJAL|RIO CANUMA|2||||1300805|Borba|AM
13049437|ESCOLA MUNICIPAL MANOEL LOPO SARAIVA|1300805|VILA DE CAICARA|BAIXO MADEIRA|VILA DE CAICARA|0||||1300805|Borba|AM
13049445|ESCOLA MUNICIPAL SAO JOSE|1300805|RIO MADEIRA|ALTO MADEIRA|ALEXANDRE|0||||1300805|Borba|AM
13049453|ESCOLA MUNICIPAL BENEDITO GUMERCINDO DE SOUZA|1300805|RIO AUTAZ ACU|ZONA RURAL|SAO PEDRO|||||1300805|Borba|AM
13049488|ESCOLA MUNICIPAL JOAO DE SOUZA MATA|1300805|RIO AUTAZ ACU|ZONA RURAL|CURUCA|0||||1300805|Borba|AM
13049500|ESC PROF ALCIDES BRANDAO DE SA|1300805|AV. SETE DE SETEMBRO||SAO SEBASTIAO|0||||1300805|Borba|AM
13049518|ESCOLA MUNICIPAL INDIGENA NOSSA SENHORA APARECIDA|1300805|ALDEIA SAPUCAIA|T.I. CUNHA /SAPUCAIA|RIO IGAPO ACU|2||||1300805|Borba|AM
13049526|ESCOLA MUNICIPAL NOSSA SENHORA DE NAZARE|1300805|RIO ABACAXIS|ZONA RURAL|COMUNIDADE VILA NOVA PEIXINHO|0||||1300805|Borba|AM
13049542|ESCOLA MUNICIPAL SANTA MARIA|1300805|ZONA RURAL|||||||1300805|Borba|AM
13049550|ESCOLA MUNICIPAL INDIGENA SANTA MARIA|1300805|ALDEIA SORVAL|T.I.KWATA/LARANJAL|RIO MARI MARI|2||||1300805|Borba|AM
13049615|ESCOLA MUNICIPAL SAO LAZARO|1300805|COMUNIDADE SAO LAZARO|ZONA RURAL|COMUNIDADE SAO LAZARO|0||||1300805|Borba|AM
13049640|ESC MUN DR ADELINO COSTA|1300805|RUA MARECHAL DEODORO||CENTRO|0||||1300805|Borba|AM
13049658|ESCOLA MUNICIPAL BOA ESPERANCA|1300805|RIO SUCUNDURI|ZONA RURAL|COMUNIDADE MONTE SINAI|0||||1300805|Borba|AM
13049666|ESCOLA MUNICIPAL SANTA ROSA|1300805|COMUNIDADE PURU GRANDE|ZONA RURAL|BAIXO MADEIRA|0||||1300805|Borba|AM
13049674|ESCOLA MUNICIPAL CHURARAEMA|1300805|RIO AUTAZ ACU|ZONA RURAL|COMUNIDADE CHURARAEMA|0||||1300805|Borba|AM
13049682|ESC DUQUE DE CAXIAS|1300805|COMUNIDADE ARAPAPA|ALTO MADEIRA||0||||1300805|Borba|AM
13049690|ESCOLA ESTADUAL BALBINA MESTRINHO|1300805|TRAVESSA JOSE MUNIZ DE CASTRO||CRISTO REI|0||||1300805|Borba|AM
13049704|ESCOLA ESTADUAL BENEDITO GUMERCINDO DE SOUZA|1300805|RUA LUIZ PEDRO FADOUL||CENTRO|0||||1300805|Borba|AM
13049720|ESCOLA ESTADUAL JOAO FERREIRA DA FONSECA|1300805|AVENIDA SAO JOAO S/N - VILA DO AXINIM||ZONA RURAL|0||||1300805|Borba|AM
13049739|ESCOLA ESTADUAL MONSENHOR COUTINHO|1300805|AVENIDA GETULIO VARGAS||CENTRO|0||||1300805|Borba|AM
13049747|ESCOLA ESTADUAL NOSSA SENHORA DO ROSARIO|1300805|RUA PADRE BENTO|DISTRITO DE CANUMA|ZONA RURAL|0||||1300805|Borba|AM
